Ingenio,Hacienda,Suerte,Municipio,Corregimiento,Codigo_14,Municipio_Clean,h8,Es_Hacienda_Ausente,Hda_Real,DAR
Castilla,CASTILLA,090,Pradera,La Granja,CC000506000090,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,VILLA HORTENSIA,010,Florida,Remolino,CC000716000010,FLORIDA,CC000716,True,VILLA HORTENSIA,SURORIENTE
Castilla,FLORENCIA,030,Candelaria,Buchitolo,CC000773000030,CANDELARIA,CC000773,True,FLORENCIA,SURORIENTE
Castilla,FLORENCIA,020,Candelaria,Buchitolo,CC000773000020,CANDELARIA,CC000773,True,FLORENCIA,SURORIENTE
Castilla,FLORENCIA,050,Candelaria,Buchitolo,CC000773000050,CANDELARIA,CC000773,True,FLORENCIA,SURORIENTE
Castilla,AVELINA,140,Pradera,La Granja,CC000503000140,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,EL LIBANO,030,Pradera,La Granja,CC000107000030,PRADERA,CC000107,True,EL LIBANO,SURORIENTE
Castilla,CHAMORRAS,253,Pradera,La Tupia,CC000104000253,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,332,Pradera,La Tupia,CC000104000332,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,020,Florida,Remolino,CC000217000020,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,LA UNION,010,Florida,Remolino,CC000117000010,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,021,Florida,Remolino,CC000217000021,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,CALANDA,050,Florida,Remolino,CC000110000050,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,110,Florida,Remolino,CC000110000110,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,117,Florida,Remolino,CC000110000117,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CASTILLA,092,Pradera,La Granja,CC000506000092,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CALANDA,093,Florida,Remolino,CC000110000093,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Incauca,TRANSITO TUMACO PROVIDENCIA,840B,Palmira,nd,CA01195200840B,PALMIRA,CA011952,True,TRANSITO TUMACO PROVIDENCIA,SURORIENTE
Incauca,SAN JUANITO SINISTERRA PROVIDENCIA,003B,Palmira,nd,CA01154200003B,PALMIRA,CA011542,True,SAN JUANITO SINISTERRA PROVIDENCIA,SURORIENTE
Incauca,LA JULIA,1,Candelaria,nd,CA011835000001,CANDELARIA,CA011835,True,LA JULIA,SURORIENTE
Incauca,SAN FERNANDO PROVIDENCIA,007D,El Cerrito,nd,CA01142900007D,EL CERRITO,CA011429,True,SAN FERNANDO PROVIDENCIA,SURORIENTE
Incauca,LA PALMA TEJADA,21,Palmira,nd,CA011352000021,PALMIRA,CA011352,True,LA PALMA TEJADA,SURORIENTE
Incauca,COROZAL,41,Candelaria,nd,CA010502000041,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,LA MANSION CARMEN PROVIDENCIA,003A,El Cerrito,nd,CA01188700003A,EL CERRITO,CA011887,True,LA MANSION CARMEN PROVIDENCIA,SURORIENTE
Incauca,COROZAL,36,Candelaria,nd,CA010502000036,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,42,Candelaria,nd,CA010502000042,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,46,Candelaria,nd,CA010502000046,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,ESPERANZA INESA PROVIDENCIA,900,Palmira,nd,CA012032000900,PALMIRA,CA012032,True,ESPERANZA INESA PROVIDENCIA,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,4,Palmira,nd,CA010851000004,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Providencia,LA LOMITA,34,El Cerrito,nd,PR080413000034,EL CERRITO,PR080413,True,LA LOMITA,CENTRO SUR
Providencia,LA ITALIA EMPRESA,001A,El Cerrito,nd,PR08013100001A,EL CERRITO,PR080131,True,LA ITALIA EMPRESA,SURORIENTE
Providencia,LA ITALIA EMPRESA,004A,El Cerrito,nd,PR08013100004A,EL CERRITO,PR080131,True,LA ITALIA EMPRESA,SURORIENTE
Providencia,LA ITALIA EMPRESA,8,El Cerrito,nd,PR080131000008,EL CERRITO,PR080131,True,LA ITALIA EMPRESA,CENTRO SUR
Providencia,LA ITALIA EMPRESA,008A,El Cerrito,nd,PR08013100008A,EL CERRITO,PR080131,True,LA ITALIA EMPRESA,SURORIENTE
Providencia,LA MANSION CARMEN ,2,El Cerrito,nd,PR080165000002,EL CERRITO,PR080165,True,LA MANSION CARMEN,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,30,El Cerrito,nd,PR080423000030,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,CENTRO SUR
Providencia,LA MARIA EL ROBLE,6,El Cerrito,nd,PR080448000006,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA MARIA EL ROBLE,6,El Cerrito,nd,PR080448000006,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA MARIA EL ROBLE,7,El Cerrito,nd,PR080448000007,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA MARIA EL ROBLE,10,El Cerrito,nd,PR080448000010,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA MARIA EL ROBLE,10,El Cerrito,nd,PR080448000010,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA LOMITA,31,El Cerrito,nd,PR080413000031,EL CERRITO,PR080413,True,LA LOMITA,CENTRO SUR
Providencia,EL CANELO M,4,El Cerrito,nd,PR081052000004,EL CERRITO,PR081052,True,EL CANELO M,SURORIENTE
Providencia,EL CANELO M,4,El Cerrito,nd,PR081052000004,EL CERRITO,PR081052,True,EL CANELO M,SURORIENTE
Providencia,LA MERCED GARCES,2,El Cerrito,nd,PR080186000002,EL CERRITO,PR080186,True,LA MERCED GARCES,CENTRO SUR
Providencia,EL ROSARIO ARBOLEDA,035C,El Cerrito,nd,PR08042300035C,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,SURORIENTE
Providencia,ZABALETAS CABA6ITA,1,El Cerrito,nd,PR080514000001,EL CERRITO,PR080514,True,ZABALETAS CABA6ITA,SURORIENTE
Providencia,ZABALETAS CABA6ITA,2,El Cerrito,nd,PR080514000002,EL CERRITO,PR080514,True,ZABALETAS CABA6ITA,SURORIENTE
Providencia,ZABALETAS CABA6ITA,4,El Cerrito,nd,PR080514000004,EL CERRITO,PR080514,True,ZABALETAS CABA6ITA,SURORIENTE
Providencia,ZABALETAS CABA6ITA,5,El Cerrito,nd,PR080514000005,EL CERRITO,PR080514,True,ZABALETAS CABA6ITA,SURORIENTE
Providencia,ZABALETAS CABA6ITA,8,El Cerrito,nd,PR080514000008,EL CERRITO,PR080514,True,ZABALETAS CABA6ITA,SURORIENTE
Providencia,EL ROSARIO ARBOLEDA,35,El Cerrito,nd,PR080423000035,EL CERRITO,PR080423,True,EL ROSARIO ARBOLEDA,CENTRO SUR
Providencia,MORAIMA,4,El Cerrito,nd,PR081108000004,EL CERRITO,PR081108,True,MORAIMA,CENTRO SUR
Providencia,LA MANSION CARMEN ,3,El Cerrito,nd,PR080165000003,EL CERRITO,PR080165,True,LA MANSION CARMEN,CENTRO SUR
Providencia,SAN FERNANDO,007B,El Cerrito,nd,PR08033700007B,EL CERRITO,PR080337,True,SAN FERNANDO,SURORIENTE
Pichichi,EL ARBOLITO,140,El Cerrito,Aují,PC002286000140,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Pichichi,MARGARITA CABAL,010,El Cerrito,Aují,PC002273000010,EL CERRITO,PC002273,True,MARGARITA CABAL,SURORIENTE
Pichichi,LA MERCED,010,El Cerrito,Aují,PC002284000010,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichi,LA MERCED,020,El Cerrito,Aují,PC002284000020,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichi,EL ARBOLITO,090,El Cerrito,Aují,PC002286000090,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Castilla,AVELINA,051,Pradera,La Granja,CC000503000051,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,CHAMORRAS,433,Pradera,La Tupia,CC000104000433,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,330,Pradera,La Tupia,CC000104000330,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,436,Pradera,La Tupia,CC000104000436,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,333,Pradera,La Tupia,CC000104000333,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,LA COLINA,020,Florida,Remolino,CC000505000020,FLORIDA,CC000505,True,LA COLINA,SURORIENTE
Castilla,LA COLINA,040,Florida,Remolino,CC000505000040,FLORIDA,CC000505,True,LA COLINA,SURORIENTE
Castilla,CALANDA,014,Florida,Remolino,CC000110000014,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,CALANDA,015,Florida,Remolino,CC000110000015,FLORIDA,CC000110,True,CALANDA,SURORIENTE
Castilla,EL NILO AGRICOLA,450,Florida,Remolino,CC000112000450,FLORIDA,CC000112,True,EL NILO AGRICOLA,SURORIENTE
Castilla,LLANO MEDIO CASTILLA,040,Florida,Santa Rosa,CC000217000040,FLORIDA,CC000217,True,LLANO MEDIO CASTILLA,SURORIENTE
Castilla,CHAMORRAS,311,Pradera,La Tupia,CC000104000311,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,LA UNION,092,Florida,Remolino,CC000117000092,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,AVELINA,080,Pradera,La Granja,CC000503000080,PRADERA,CC000503,True,AVELINA,SURORIENTE
Castilla,SAN RAFAEL,180,Pradera,La Tupia,CC000105000180,PRADERA,CC000105,True,SAN RAFAEL,SURORIENTE
Castilla,CHAMORRAS,060,Pradera,La Tupia,CC000104000060,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,065,Pradera,La Tupia,CC000104000065,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,SAN JORGE,041,Pradera,La Tupia,CC000101000041,PRADERA,CC000101,True,SAN JORGE,SURORIENTE
Castilla,CASTILLA,300,Pradera,La Granja,CC000506000300,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,304,Pradera,La Granja,CC000506000304,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,301,Pradera,La Granja,CC000506000301,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,305,Pradera,La Granja,CC000506000305,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,340,Pradera,La Granja,CC000506000340,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,LORENA,031,Pradera,La Tupia,CC000102000031,PRADERA,CC000102,True,LORENA,SURORIENTE
Castilla,CHAMORRAS,020,Pradera,La Tupia,CC000104000020,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CASTILLA,280,Pradera,La Granja,CC000506000280,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,322,Pradera,La Granja,CC000506000322,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,320,Pradera,La Granja,CC000506000320,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,121,Pradera,La Granja,CC000506000121,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CASTILLA,123,Pradera,La Granja,CC000506000123,PRADERA,CC000506,True,CASTILLA,SURORIENTE
Castilla,CHAMORRAS,250,Pradera,La Tupia,CC000104000250,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Castilla,CHAMORRAS,010,Pradera,La Tupia,CC000104000010,PRADERA,CC000104,True,CHAMORRAS,SURORIENTE
Providencia,BERLIN VELTEN,003B,El Cerrito,nd,PR08255100003B,EL CERRITO,PR082551,True,BERLIN VELTEN,SURORIENTE
Providencia,LA AURORA,100B,El Cerrito,nd,PR08010300100B,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Manuelita,INES PALESTINA,4B,El Cerrito,San Antonio,MN00033600004B,EL CERRITO,MN000336,True,INES PALESTINA,CENTRO SUR
Pichichí,LA UNION MOLINA,040,El Cerrito,nd,PC002009000040,EL CERRITO,PC002009,True,LA UNION MOLINA,SURORIENTE
Pichichí,LA UNION MOLINA,041,El Cerrito,nd,PC002009000041,EL CERRITO,PC002009,True,LA UNION MOLINA,SURORIENTE
Pichichí,LA UNION MOLINA,050,El Cerrito,nd,PC002009000050,EL CERRITO,PC002009,True,LA UNION MOLINA,SURORIENTE
Pichichí,LA UNION MOLINA,060,El Cerrito,nd,PC002009000060,EL CERRITO,PC002009,True,LA UNION MOLINA,SURORIENTE
Pichichí,LOS LAGOS,030,Pradera,nd,PC002013000030,PRADERA,PC002013,True,LOS LAGOS,SURORIENTE
Pichichí,VILLA PAOLA,010,El Cerrito,nd,PC002209000010,EL CERRITO,PC002209,True,VILLA PAOLA,SURORIENTE
Pichichí,EL VERTIENTE,010,El Cerrito,Santa Elena,PC002244000010,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,012,El Cerrito,Santa Elena,PC002244000012,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,020,El Cerrito,Santa Elena,PC002244000020,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,021,El Cerrito,Santa Elena,PC002244000021,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,030,El Cerrito,Santa Elena,PC002244000030,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,040,El Cerrito,Santa Elena,PC002244000040,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,EL VERTIENTE,050,El Cerrito,Santa Elena,PC002244000050,EL CERRITO,PC002244,True,EL VERTIENTE,SURORIENTE
Pichichí,LA MERCED,051,El Cerrito,nd,PC002284000051,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichí,LA MERCED,060,El Cerrito,nd,PC002284000060,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichí,EL ARBOLITO,050,El Cerrito,nd,PC002286000050,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Castilla,LORENA,16,Pradera,La Tupia,CC000102000016,PRADERA,CC000102,True,LORENA,SURORIENTE
Castilla,LA UNION,34,Florida,Remolino,CC000117000034,FLORIDA,CC000117,True,LA UNION,SURORIENTE
Castilla,LA FLORESTA,40,Pradera,La Floresta,CC000291000040,PRADERA,CC000291,True,LA FLORESTA,SURORIENTE
Castilla,LA FRIA,180,Pradera,Vallecito,CC000486000180,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Castilla,LA FRIA,130,Pradera,Vallecito,CC000486000130,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Castilla,LORENA,31,Pradera,La Granja,CC000592000031,PRADERA,CC000592,True,LORENA,SURORIENTE
Castilla,SAN LUIS 2,10,Candelaria,Villa Gorgona,CC000283000010,CANDELARIA,CC000283,True,SAN LUIS,SURORIENTE
Castilla,LA PRIMAVERA HOYOS,13,Florida,Remolino,CC000522000013,FLORIDA,CC000522,True,LA PRIMAVERA HOYOS,SURORIENTE
Castilla,OCASIONAL LA ZAINERA,11,Palmira,Aguaclara,CC000107000011,PALMIRA,CC000107,True,OCASIONAL LA ZAINERA,SURORIENTE
Castilla,LA FRIA,170,Pradera,Vallecito,CC000486000170,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Castilla,LA FRIA,160,Pradera,Vallecito,CC000486000160,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Incauca,EL MOLINO ROJAS,60,Palmira,nd,CA012483000060,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,EL MOLINO ROJAS,70,Palmira,nd,CA012483000070,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,EL MOLINO ROJAS,40,Palmira,nd,CA012483000040,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,EL DIAMANTE ROJAS,40,Palmira,nd,CA012484000040,PALMIRA,CA012484,True,EL DIAMANTE ROJAS,SURORIENTE
Incauca,COROZAL,28,Candelaria,nd,CA010502000028,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,48,Candelaria,nd,CA010502000048,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,16,Candelaria,nd,CA010502000016,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,EL OLIVO PROVIDENCIA,2,Palmira,nd,CA012077000002,PALMIRA,CA012077,True,EL OLIVO PROVIDENCIA,SURORIENTE
Providencia,LA MERCED GARCES,001C,El Cerrito,nd,PR08018600001C,EL CERRITO,PR080186,True,LA MERCED GARCES,CENTRO SUR
Providencia,SAN MIGUEL CARVAJAL,14,El Cerrito,nd,PR082542000014,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,18,El Cerrito,nd,PR082542000018,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,020A,El Cerrito,nd,PR08254200020A,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,VILLA MERCEDES,3,El Cerrito,nd,PR080129000003,EL CERRITO,PR080129,True,VILLA MERCEDES,CENTRO SUR
Providencia,VILLA MERCEDES,003A,El Cerrito,nd,PR08012900003A,EL CERRITO,PR080129,True,VILLA MERCEDES,CENTRO SUR
Providencia,EL RODEADERO,082A,Palmira,nd,PR08253900082A,PALMIRA,PR082539,True,EL RODEADERO,SURORIENTE
Providencia,EL RODEADERO,077A,Palmira,nd,PR08253900077A,PALMIRA,PR082539,True,EL RODEADERO,SURORIENTE
Providencia,EL RODEADERO,80,Palmira,nd,PR082539000080,PALMIRA,PR082539,True,EL RODEADERO,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,8,El Cerrito,nd,PR082542000008,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,MORAIMA,001B,El Cerrito,nd,PR08110800001B,EL CERRITO,PR081108,True,MORAIMA,CENTRO SUR
Providencia,LA CRISTALINA-TORRE LUNERA,001B,El Cerrito,nd,PR08026100001B,EL CERRITO,PR080261,True,LA CRISTALINA-TORRE LUNERA,CENTRO SUR
Providencia,LA PRIMAVERA,372A,El Cerrito,nd,PR08011200372A,EL CERRITO,PR080112,True,LA PRIMAVERA,CENTRO SUR
Providencia,LA AURORA,118D,El Cerrito,nd,PR08010300118D,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA AURORA,121B,El Cerrito,nd,PR08010300121B,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Providencia,LA MARIA EL ROBLE,15,El Cerrito,nd,PR080448000015,EL CERRITO,PR080448,True,LA MARIA EL ROBLE,SURORIENTE
Providencia,LA AURORA,120B,El Cerrito,nd,PR08010300120B,EL CERRITO,PR080103,True,LA AURORA,CENTRO SUR
Castilla,CHAPINERO,10,Palmira,Aguaclara,CC000594000010,PALMIRA,CC000594,True,CHAPINERO,SURORIENTE
Castilla,LA PALESTINA,90,Candelaria,La Regina,CC000315000090,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,100,Candelaria,La Regina,CC000315000100,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,190,Candelaria,La Regina,CC000315000190,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,330,Candelaria,La Regina,CC000315000330,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA FRIA,80,Pradera,Vallecito,CC000486000080,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Castilla,LA FRIA,71,Pradera,Vallecito,CC000486000071,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Castilla,EL CARMEN PALESTINA,20,Candelaria,La Regina,CC000317000020,CANDELARIA,CC000317,True,EL CARMEN PALESTINA,SURORIENTE
Castilla,LA PALESTINA,388,Candelaria,La Regina,CC000315000388,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,130,Candelaria,La Regina,CC000315000130,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,380,Candelaria,La Regina,CC000315000380,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LA PALESTINA,386,Candelaria,La Regina,CC000315000386,CANDELARIA,CC000315,True,LA PALESTINA,SURORIENTE
Castilla,LORENA,81,Pradera,La Tupia,CC000592000081,PRADERA,CC000592,True,LORENA,SURORIENTE
Castilla,CUERNAVACA,30,Palmira,Aguaclara,CC000495000030,PALMIRA,CC000495,True,CUERNAVACA,SURORIENTE
Castilla,LA FRIA,150,Pradera,Vallecito,CC000486000150,PRADERA,CC000486,True,LA FRIA,SURORIENTE
Pichichí,LOS LAGOS,060,Pradera,nd,PC002013000060,PRADERA,PC002013,True,LOS LAGOS,SURORIENTE
Pichichí,LOS LAGOS,130,Pradera,nd,PC002013000130,PRADERA,PC002013,True,LOS LAGOS,SURORIENTE
Pichichí,EL RETIRO,017,El Cerrito,nd,PC002022000017,EL CERRITO,PC002022,True,EL RETIRO,SURORIENTE
Pichichí,LA MERCED,073,El Cerrito,nd,PC002284000073,EL CERRITO,PC002284,True,LA MERCED,CENTRO SUR
Pichichí,EL ARBOLITO,120,El Cerrito,nd,PC002286000120,EL CERRITO,PC002286,True,EL ARBOLITO,SURORIENTE
Incauca,SAN GERARDO DE LOS RIOS PROVIDENCIA,2,Palmira,nd,CA010884000002,PALMIRA,CA010884,True,SAN GERARDO DE LOS RIOS PROVIDENCIA,SURORIENTE
Incauca,CAUCAYA 1 Y 2  PROVIDENCIA,002A,Palmira,nd,CA01249100002A,PALMIRA,CA012491,True,CAUCAYA 1 Y 2  PROVIDENCIA,SURORIENTE
Incauca,JUDEA VATARU PARTICIPA,5,Candelaria,nd,CA012625000005,CANDELARIA,CA012625,True,JUDEA VATARU PARTICIPA,SURORIENTE
Incauca,JUDEA COROZAL,59,Candelaria,nd,CA011132000059,CANDELARIA,CA011132,True,JUDEA COROZAL,SURORIENTE
Incauca,ALBANIA,2,Candelaria,nd,CA012447000002,CANDELARIA,CA012447,True,ALBANIA,SURORIENTE
Incauca,COROZAL,13,Candelaria,nd,CA010502000013,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,ALBANIA,1,Candelaria,nd,CA012447000001,CANDELARIA,CA012447,True,ALBANIA,SURORIENTE
Incauca,COROZAL,17,Candelaria,nd,CA010502000017,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,14,Candelaria,nd,CA010502000014,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Incauca,COROZAL,23,Candelaria,nd,CA010502000023,CANDELARIA,CA010502,True,COROZAL,SURORIENTE
Providencia,EL JAPON,556,El Cerrito,nd,PR080116000556,EL CERRITO,PR080116,True,EL JAPON,CENTRO SUR
Providencia,EL CASTILLITO,1,El Cerrito,nd,PR080664000001,EL CERRITO,PR080664,True,EL CASTILLITO,CENTRO SUR
Providencia,SAN MIGUEL CARVAJAL,6,El Cerrito,nd,PR082542000006,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,5,El Cerrito,nd,PR082542000005,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL 3,7,El Cerrito,nd,PR080181000007,EL CERRITO,PR080181,True,SAN MIGUEL,SURORIENTE
Providencia,SAN MIGUEL 3,007A,El Cerrito,nd,PR08018100007A,EL CERRITO,PR080181,True,SAN MIGUEL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,25,El Cerrito,nd,PR082542000025,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,3,El Cerrito,nd,PR082542000003,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,008B,El Cerrito,nd,PR08254200008B,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,ZABALETAS EMPRESA,001B,El Cerrito,nd,PR08250300001B,EL CERRITO,PR082503,True,ZABALETAS EMPRESA,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,31,El Cerrito,nd,PR082542000031,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,32,El Cerrito,nd,PR082542000032,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,ZABALETAS 2 ARANGO,004A,El Cerrito,nd,PR08030900004A,EL CERRITO,PR080309,True,ZABALETAS 2 ARANGO,SURORIENTE
Providencia,LA ARGELIA,359A,El Cerrito,nd,PR08011100359A,EL CERRITO,PR080111,True,LA ARGELIA,SURORIENTE
Providencia,MILAN VELTEN,1,El Cerrito,nd,PR081749000001,EL CERRITO,PR081749,True,MILAN VELTEN,SURORIENTE
Providencia,ZABALETAS CORPORACION,543A,El Cerrito,nd,PR08012300543A,EL CERRITO,PR080123,True,ZABALETAS CORPORACION,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,014A,El Cerrito,nd,PR08254200014A,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,023A,El Cerrito,nd,PR08254200023A,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,SAN MIGUEL CARVAJAL,013Z,El Cerrito,nd,PR08254200013Z,EL CERRITO,PR082542,True,SAN MIGUEL CARVAJAL,SURORIENTE
Providencia,LA TRIBUNA,016A,El Cerrito,nd,PR08043400016A,EL CERRITO,PR080434,True,LA TRIBUNA,SURORIENTE
Incauca,EL MOLINO ROJAS,30,Palmira,nd,CA012483000030,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,EL MOLINO ROJAS,10,Palmira,nd,CA012483000010,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,FLORESTA - ROJAS PROVIDENCIA,004B,Palmira,nd,CA01085100004B,PALMIRA,CA010851,True,FLORESTA - ROJAS PROVIDENCIA,SURORIENTE
Incauca,EL MOLINO ROJAS,62,Palmira,nd,CA012483000062,PALMIRA,CA012483,True,EL MOLINO ROJAS,SURORIENTE
Incauca,JUDEA VATARU PARTICIPA,9,Candelaria,nd,CA012625000009,CANDELARIA,CA012625,True,JUDEA VATARU PARTICIPA,SURORIENTE
